Id,Clause1,Clause2,Relation
272,因為|這些|人|所|從事|的|工作,正是|人臉|人臉識別|識別|技術|的|研發|與|應用,Contingency
273,這|則|等式|在校|校園|園中|應用|最|廣,成功|成功率|功率|也|最高,Expansion
274,這份|報告|幾易其稿,終因|操作|作難|難度|太大|而|胎死腹中|腹中,Contingency
275,正如|這|兩張|合成|合成圖|所|揭示|的|那樣,新款|C|級|敞篷|敞篷車|篷車|的|很多|裝備|都|將|與|轎車|共享,Expansion
276,在|我們|調查|查過|的|從未|性交|交合|過|的|未婚|女人|中,只有|24|曾經|觸摸|過|男性|的|生殖|生殖器,Expansion
277,除此|除此之外|之外,貴|公司|還有|哪些|主推|產品,Expansion
278,很多|人|不用|催促,還|利用|休息|休息時間|時間|自己|加班,Expansion
279,不光|只用|手指,也|可使|使用|舌頭|及|嘴脣|進行|愛撫,Expansion
280,下麵|我們|就|來看|看看,海|福星|與|樂|風|相比|比到|到底|誰|更好,Expansion
281,不過|對於|一個|旅游|旅游者|游者|來說,時間|永遠|嫌少,Expansion
282,還是|有損|子息,懇請|版主|一|看,Contingency
283,車上|的|乘客|都|說,叫出|出租|吧,Expansion
284,歡迎|給|我們|提出|意見|和|建議,但|請勿|灌水,Comparison
285,如果|要|做|這樣|一個|窗口,可以|把|以下|這|幾個|地方|改|一下,Contingency
286,VVT|對於|鈴木|的|意義,還是|很|不一|一般,Expansion
287,如果|我|沒有|你|了,我行|嗎,Contingency
288,機會|是|一個|害羞|的|孩子,只有|少數|數人|可以|註意|到|他,Expansion
289,分析|事實|事實上,在|日本|幾乎|很少|少有|女生|是|這樣|樣子|叫|的,Expansion
290,大家|都|知道|心靈|心靈手巧|手巧|這|一|說法,這|就|說明|手|與|腦|的|關係|是非|非常|密切|的,Expansion
291,解決|解決辦法|辦法|每個|寶寶|都|有|一個|不同|轉換|換點,所以|你|要|密切|留意|寶寶|如何|何處|處理|周圍|的|情況,Contingency
292,她|幾乎|每天|天都|給|丈夫|打電話|電話,但|偶爾|二天|不|打,Comparison
293,由於|性交|的|泛濫,愛情|成為|最|單純|可貴|的|東西,Contingency
294,顯而|顯而易見|易見|的|是,外包|並非|萬能|藥,Expansion
295,加入|入世|世貿|世貿組織|組織|以後,我國|汽車|汽車行業|車行|行業|業大|大舉|對外|對外開放|開放,Temporal
296,價格|價格便宜|便宜|的|汽車|也|一樣|可以|看上|看上去|上去|漂亮,開起|起來|舒適,Expansion
297,當|她|在|睡夢|睡夢中|親|暱|地|抱|著|紅紅|時,那|模樣|就|像|一對|要|好|的|姐妹,Expansion
298,經歷|了|07|年|的|低迷,伊蘭|伊蘭特|蘭特|終於|憑藉|改|款|方式|在|08|年|重獲|新生,Comparison
299,雷霆|在|明年|將|擁有|第三|第三個|三個|一輪|選秀|選秀權,本賽|本賽季|賽季|還|能|騰出|1600|萬|的|空間,Expansion
300,我|還以|以為|是|有|收益|的,竟然|沒有,Comparison
301,然後|就|看見|一堆|的|出口,一堆|的|進口,Expansion
302,弱電|電工|工程|工程界|界面|的確|確定|是|系統|開通|的|必要|必要條件|條件,是|弱電|電工|工程|中技|技術|管理|的|重點|或者|難點|之一,Expansion
303,但是|我|的|行李|被|放在|另|一輛|同方|同方向|方向|的|車裡|了,害得|我|臨|上車|到處|找,Comparison
304,如果|沒有|檢索|到|您|所需|的|政府|信息,請|您提|提交|政府|信息|公開|申請,Contingency
305,從|這個|意義|上|說,汽車|汽車業|的|自主|多元|多元化|正是|市場|市場化|的|勝利,Expansion
306,蜜蜂|以|花朵|的|花粉|維生,卻|不會|危害|到|他們|為|花朵|授粉|的|重要|任務,Comparison
307,當此|肌肉|減少|或|功能|缺陷|時,則|發生|胃|食管|返|流,Contingency
308,且慢,因為|好戲|在|後頭,Contingency
309,甘藍|甘藍型|油菜|冬|性|較|強|的|品種|可|適當|早|播,但|中|熟|和|早|中|熟|品種|應適當|適當|推遲,Comparison
310,柯|湘|先生|的話|一|問|沒想|明白,還|請|指教,Contingency
311,而|從|腦海|腦海中|海中|構圖|建模|到|車模|成型,小|孫|不過|花費|了|19|天|的|時間,Comparison
312,雖然|我|很醜,但|我|很|溫柔,Comparison
313,專家|釋疑|對於|處在|青春|青春期|的|少女,避免|免受|受孕|最好|的|方式|就是|禁|慾,Expansion
314,1|註意|複印|車|購|稅|完稅|憑證|副|聯,以便|完善|車|購|稅|檔案|時|使用,Expansion
315,雖然|虧了|點|錢,不過|沒關|沒關係|關係|啦,Comparison
316,同時|F3|R|採取|訂單|訂單式|單式|生產,用戶|可以|在|預定|的|20|天|後|就|能夠|提到|現|車,Expansion
317,熱|按摩|片刻|後,再|用|一把|泡|在|冷水|水裡|的|匙子|刺激|該處,Temporal
318,她|並|不是|真的|想報|報複|林|伊寧|或者|怎麼|怎麼樣,只是|想|給|她|開|個|小小|小小的|玩笑|笑氣|氣氣|她,Comparison
319,倘|繼續|繼續加強|續加|加強|強刺激|刺激|的話,接著|就|進入|了|第二|第二個|二個|階段,Contingency
320,211|工程|是|在|眾多|多媒體|媒體|中常|常見|的|字眼,考生|和|家長|詢問|也|比較|多,Expansion
321,小|皇子|十分|乖覺,見到|憲宗|即|叩首|稱|父親,Expansion
322,打成|包|有些|東西|得|拆開,還|得|重裝,Expansion
323,日前|一項|兒童|早期|餵|養|狀況|調查|調查報告|查報|報告|表明,有|七成|的|家長|都|是|這樣|做|的,Expansion
324,人工|人工林|的|生長|已|使|當地|的|木材|消費|有|了|保障,且|可以|部分|彌補|對|進口|材|的|需求,Expansion
325,射手|射手座|性格|平衡,但有|牛|的|一般|特色,Comparison
326,現在|的|情況|是,小學|畢業|就|能|做手|手機|了,Expansion
327,在|交驗|中和|以後|使用|時|發現|的|問題,仍|由|施工|施工單位|單位|維護|修補,Expansion
328,創意|最新|25|款|中文|中文字體|文字|字體,安裝|裝到|系統|Fonts|目錄|錄下|即可|可使|使用,Expansion
329,身體|的|那|女王|招|奴|區|一部|一部分|部分|分在|冬眠|多年|以後,終於|無法|阻止|地|復|甦|了,Temporal
330,俄羅斯|羅斯|的|精緻|又|壯觀|的|建築|矗立|眼前|時,我|瞭解|俄國|俄國人|國人|人眼|眼神|中|的|驕傲|是|其|來|有|自|的,Temporal
331,隨著|時間|的|發展,大家|也|會|看到|一些|變化,Temporal
332,這|一|活動|通常|只限|限於|興奮|興奮期,而且|要使|使用|潤滑|潤滑劑,Expansion
333,最後|還|讓|你們|看|了|這麼|多|廢話,真是|不好|不好意思|好意|好意思|意思,Expansion
334,迪奧|和易|易建聯|交手|不多,但|山貓|絕對|對應|是|後者|印象|深刻|的|一個|對手,Comparison
335,5|其他|乳房|脹痛|頭痛|頭暈|乏力|等,這些|癥狀|a|女人|尿|能|喝|嗎|一般|較輕|輕微,Expansion
336,現在|你們|的|什麼|基金|可以|以定|投,有限|限額|嗎,Expansion
337,我|當時|提|的|問題,為什麼|什麼|一個|個人|會|要|這份|工作,Expansion
338,身邊|的|白馬|已經|累得|沒有|有力|力氣|氣動|動彈,可也沒|可也沒有|沒有|睡著,Comparison
339,採取|先進|營銷|管理|管理模式|模式|及|供貨|模式,並提|提供|全方位|方位|的|專業|指導|及|貼心|的|客戶|客戶服務|服務,Expansion
340,張|洪|巖|還|沒有,我們|正在|徵集,Expansion
341,她|有|天使|一樣|純凈|的|臉龐,也|有|噬|魂|銷|骨|的|淺|唱|輕吟,Expansion
342,據|瞭解,目前|公佈|佈雷|雷曼|債券|數據|的|中資|中資銀行|銀行|已|達|7|家,Expansion
343,無奈|的|倒|在|床上,才|想起|涼|蓆|還|沒有|擦|過,Temporal
344,跟|吉利|的|員工|接觸,今年|說|得|最多|的話|就是|戰略|轉型,Expansion
345,當夜|夜色|蔓延|了|整個|天空,雲|也|自然|隱匿|在|了|暗|之中,Temporal
346,女性|分泌|愛液|就|像是|男子|遺精|一樣,屬於|正常|的|生理|現象,Expansion
347,同時|老三|老三樣|三樣|先|一步|的|走進|A0|級|主流|價格|區間,逃過|了|這|一|劫難,Expansion
348,不能|放開|開心|前行,天地|也|變得|狹小,Contingency
349,長城|長城汽車|汽車|公司|也|展出|了|7|款|藍色|的|古|眼睛|車型,一款|比|一款|漂亮,Expansion
350,而有|有些|得到|贈票|進場|參觀|的|人,其|目的|和|興趣|點|的確|值得|商榷,Expansion
351,鈣|在|豆製品|製品|和|魚蝦|中|含量|豐富,亦|應補|補充,Expansion
352,如果|一年|年內|內能|累計|消費|滿|500,可以|成為|永久|會員,Contingency
353,d|如果|船速|是|每|小時|25|公里,估計|燃料|消耗|消耗量|是|多少,Contingency
354,禮畢|後|才|開始|剪羊毛|羊毛,並|將|剪下|的|第一|第一縷|一縷|羊毛|永久|久保|保存|保存起來|起來,Expansion
355,因為|比起|陰核,G|點|需要|要用|強|得|多|的|力道|去|刺激|才|有效,Contingency
356,如果|你|有|前列|前列腺|前列腺癌|腺癌|的|家族|家族史,你|要|從|40|歲|就|開始|做|這些|檢查,Contingency
357,小|薇|擡|起頭,夏|汐|也|正|看著|她,Temporal
358,西方|西方人|方人|在|這種|場合|合一|一般|都|要|各處|周旋,待|主人|人為|自己|介紹|其它|客人,Expansion
359,花|140|萬元|買來|的|奔馳|頂級|越野|越野車,卻|在|車管|車管所|落|不了|戶|上|不了|牌,Comparison
360,請問|王|總,奔馳|卡車|現在|金融|貸款|購車|比例|多少,Expansion
361,特多|地處|熱帶|熱帶風暴|風暴|路線|之外,也|沒有|其它|明顯|的|自然|自然災害|災害,Expansion
362,沒有|象|去|時|一樣|信步,而是|搭車|匆匆|趕回,Comparison
363,在|同樣|配裝|輪|邊|減速|橋|的|情況|下,北|奔|重|卡|的|輪|邊|減速|橋|噪聲|低,Expansion
364,當|校正|正誤|誤差|大|時,逐步|的|校正|或|參照|可以|給人以|正常|的|感覺,Contingency
365,廊橋|顧名|顧名思義,就是|有|屋檐|的|橋,Expansion
366,最|典型|的|是|在手|手心|和|腳心|出現|這種|暗紅|暗紅色|紅色|的|斑,周圍|還|可以|有|脫皮,Expansion
367,如果|他們|知道|你|在|等|著|他|破譯,只|會|讓|他們|哭笑不得|不得,Contingency
368,加拿|加拿大|加拿大籍|中鋒|馬格洛|洛爾|曾|是|全明星|明星|星球|球員,他|將|緩解|布|隆|特在|在內|內線|的|壓力,Expansion
369,列隊|出行|行時|時常|常會|在|中間|插入|一二|二輛|輛車,或者|被|紅綠|紅綠燈|綠燈|攔|成|幾個|小隊,Expansion
370,他們|會|達到|德克|奴|域|斯|基|那樣|的|水準,還是|會|變成|梅|米特|奧|庫|那樣|的|球員,Comparison
371,但|在|東經|110|以西|西地|地區,封凍|區|範圍|大幅|大幅度|幅度|擺動|的|現象|並|不存|存在,Expansion
372,通過|無線|移動|移動性,員工|能夠|將|更多|時間|用於|為|客戶|提供|服務,Expansion
373,消費|消費者|雖然|認同|買車|貶值|的|價值|價值觀,他們|的|購車|熱情|卻|有增無減,Comparison
374,這款|車|將|同|雪佛蘭|Volt|競爭,而|雪佛蘭|Volt|將|於|2011|年|投入|生產,Expansion
375,奇瑞|表示,A1|並|不是|QQ|的|後繼|車型,Expansion
376,這種|爭奪|已經|擺脫|了|合資|之|初|磨合|時期|的|衝突,現在|爭奪|的|則|是|利益,Comparison
377,可以|根據|以往|12|個|月|以上|的|月經|月經周期|周期|記錄,推算|推算出|算出|目前|月經|月經周期|周期|期中|的|易|孕期,Expansion
378,不|太|敢|在|這|租|好|車,生怕|引人|引人註意|註意|被|搶|或|被|偷,Contingency
379,人們|覺得|性|令人|著迷,所以|我們|不要|當|偽君子|君子,Contingency
380,激情|情性|性生活|生活|不但|但是|一種|生理|活動,而且|是|一種|精神|心理|心理活動|活動,Expansion
381,排卵|排卵日|及其|前|5|天|和|後|4|天,也|就是|12|月|11|20|日|為|排卵|排卵期,Expansion
382,第二,基金|的|投資|投資方|資方|方向|也|和|基金|的|收益|密切|密切相關|相關,Expansion
383,我們|因為|計劃|前往|藏|龍|百|瀑,所以|找到|了|往|大溪|方向|的|一號|車,Contingency
384,這|是|我|平生|第一|第一次|一次|和|男人|開房,而且|是|和|一個|連名|名字|都|不知|知道|的|男人,Expansion
385,然後|臀部|也|做做|圓周|圓周運動|運動,幅度|儘量|加大,Expansion
386,在|公園|園裡|混到|下午|5|點,太陽|依然|沒有|下去|的|意思,Temporal
387,此時|的|貝|利,卻|為|紅|的|發紫|的|小|羅|潑|上|了|一盆|冷水,Comparison
388,操作|時,會|導致|臍帶|纏繞|或|胎盤|早|剝,Expansion
389,筆者|發現,最近|RFID|市場|悄悄|熱鬧|了|起來,Expansion
390,卡米|卡米爾|米爾|突然|覺得|自己|呼吸|也|厚重|了|起來,那|一團|團團|的|白色|氣體|模糊|了|視野,Expansion
391,之所以|所以|不宜|讓|寶寶|早|學|坐,是因為|因為|這樣|會|影響|脊柱|的|發育,Contingency
392,中國|維新|之|士,也|就|及時|地|翻譯|過來|在|中國|傳播,Expansion
393,當了|媽媽|之後,最|需要|你|付出|的|是|愛心|與|耐心,Contingency
394,妞妞|是|我|深愛|的|一隻|小狗,也|是|我|埋|在|記憶|深處|的|一隻|小狗,Expansion
395,對於|葛優|的|提攜|與|幫助,毛|俊傑|由衷|地表|表示|了|自己|的|感謝|之|情,Contingency
396,婚後|夫妻|夫妻感情|感情|尚好,並|生下|一|女孩,Expansion
397,性愛|時|易於|達到|達到高潮|高潮|會|覺得|自己|更|有|吸引|吸引力|引力,提高|你|的|自信|自信心|信心,Expansion
398,有|不少|新婚|夫妻|由於|對生|生育|知識|缺乏|瞭解,婚後|幾年|仍|不見|生子,Contingency
399,我|這次|明確|的|表示|出|了|我|的|疑惑,或者|是|似懂非懂,Expansion
400,安赫爾|赫爾|瀑布|由|如|刀切|似的|斷|巖|形成,落差|979|米,Expansion
401,如果|她|希望|得到|一個|清淡|實際|單純|的|婚姻,她|首先|得|先|成為|這樣|的|一個|個人,Contingency
402,墨西哥|墨西哥人|西哥|人|不但|對|骷髏|不|感到|懼怕,而且|認為|它|是|公正|的|象徵,Expansion
403,鄭|可|曾|在|法國|國學|學習|雕塑|和|工藝|工藝美術|美術,回國|後|開創|了|工業|造型|方面|的|教學|教學研究|研究,Temporal
404,也許|是|生疏|了|整場|的|緣故,卡達|的|進攻|還|達|不到|火力|全開|的|程度,Contingency
405,由於|長滿|了|植物,它們|大都|呈|翠綠|翠綠色|綠色,Contingency
406,採用|原創|原創性|的|計|畫,而|不是|複製|其他|機構|的|工作,Comparison
407,但|汽車|企業|出口|增幅|較|上半|上半年|半年|有所|回落,奇瑞|長城|和|吉利|居|前三位|三位,Comparison
408,稅務|檢查|查證|遺失|或者|損毀,持證|持證人|證人|應當|及時|書面|申請|補發,Contingency
409,特別|特別註意|註意,看看|泊車|處|地上|上有|有無|油跡|或|其他|液體|痕跡,Expansion
410,那麼|我們|又|何必|去|牽強|其它|的|詞彙|呢,文章|的|題目|就|叫|雨燕|吧,Expansion
411,織布|座椅|的|質感|很|好,同時|前|座椅|擁有|強有力|有力|的|支撐|和|包裹|性|都,Temporal
412,透過|這次|自主|企業|人氣|漸|旺|的|展示,越來|越來越|高|的|趕超|意識|自然|也|就|凸現|現出|出來,Expansion
413,可是|是從|上午|一直|直到|下午,剎車|仍|沒|修好,Comparison
414,對於|這|兩種|觀點,一般|般的|性|專家|都|是|褒獎|前者|而|貶抑|後者|的,Expansion
415,重難點|難點|精講|分|宏觀|和|微觀|兩個|部分,共|八個|專題|子模|模塊,Expansion
416,由於|考慮|到|少女|的|發育|尚不|完全,所以|設計|著重|在|舒爽|感|和|重量|的|考慮|上,Contingency
417,彩|匙|之|精|彩|外表|具有|有無|無窮|無窮的|吸引|吸引力|引力,同時|保留|了|鑰匙|開鎖|的|實際|用途,Expansion
418,他|活得|自如,死|得|也|自如,Comparison
419,那裡,此時|正|亮|如|白晝,Temporal
420,在|積累|了|一段|一段時間|段時間|時間|之後,唐|宏|覺得|應該|可以|做|整車|的|生意|了,Temporal
421,快活|快活林|撒旦|瘋|了|我|瘋|了,所以|我|快樂|了,Contingency
422,於是|幫|二叔|幹完|活,他|又|趕回|外地|去|打工,Temporal
423,由|乳品|加工|加工廠|工廠|生產|的|牛奶|粥|有|多種|配方,形成|甜|咸|等|不同|風味,Expansion
424,一|因為|她|的|羅蜜歐|是|爬|窗|進來,兩|人|偷情|怕|被|人|知道,Contingency
425,如果|果在|性生活|生活|後|陰道|有|出血,一定|定要|及時|去|醫生|那裡|診治,Contingency
426,未|萊,為|你|而來,Expansion
427,報道|說,中國|國有|有數|數百|數百萬|百萬|人|收看|了|太空|太空行走|空行|行走|的|電視|電視直播|直播,Expansion
428,機場|至|市區|出租|出租車|出租車費|租車|租車費|車費|費約|25|至|30|美元,可|與|他人|共|乘|並|分攤|費用,Expansion
429,自主|品牌|必須|儘快|找到|新|的|競爭|爭優|優勢,否則|市場|市場份額|份額|的|進一步|一步|下滑|將|難以|難以避免|避免,Comparison
430,我|不得|不得不|說,這|並|不僅|不僅僅|僅僅|是|偶然,Expansion
431,在|證明|Gen2RFID|技術|的|高可靠性|可靠|可靠性|之後,法拉|貝拉|決定|決定|開始|試點|RFID|項目,Temporal
432,不好|後面|的|就|不|需要|下載|了|啊,好|的話|就|接著|下|吧,Comparison
433,廣州|將|落實|汪洋|書記|的|批示,爭取|今年|的|春運|不再|揪心,Expansion
434,說真的|真的|由|巴西|西望|望到|的|伊瓜蘇,似乎|比較|美,Expansion
